 ,Area,Mean,Min,Max
1528,29,88.552,80,96
1529,11,109.818,102,115
1530,36,103.278,82,120
1531,36,129.167,106,149
1532,6,93.500,90,98
1533,28,114.607,91,129
1534,21,99.238,88,108
1535,21,93.476,82,104
1536,15,90.933,82,97
1537,14,89.143,83,93
1538,6,110.500,107,115
1539,16,90.812,85,96
1540,9,87.778,87,89
1541,10,96.400,93,100
1542,4,118.500,116,121
1543,4,82.250,68,94
1544,12,109.750,102,114
1545,31,100.613,89,115
1546,17,107.353,103,111
1547,37,97.432,92,102
1548,32,111.312,101,118
1549,12,108.667,104,113
1550,38,90.500,88,94
1551,35,106.543,95,119
1552,33,107.364,101,114
1553,33,89.848,85,95
1554,18,100.722,96,110
1555,34,98.176,89,105
1556,33,93.939,90,98
1557,30,89.800,84,92
1558,6,108.167,83,134
1559,6,95.500,94,97
1560,5,90.200,89,92
1561,6,90.000,87,92
1562,27,93.852,88,103
1563,10,97.900,93,101
1564,8,89.625,89,91
1565,15,113.800,108,119
1566,5,116.200,109,124
1567,26,123.346,108,135
1568,35,100.600,91,106
1569,4,97.500,97,99
1570,27,98.741,90,104
1571,10,92.300,89,97
1572,31,102.226,90,114
1573,8,90.000,87,92
1574,22,96.227,87,105
1575,23,99.565,91,107
1576,9,95.000,90,97
1577,13,96.385,89,102
1578,9,98.333,96,101
1579,13,97.769,91,103
1580,32,117.250,100,128
1581,37,113.000,99,124
1582,25,84.560,76,92
1583,22,94.364,83,104
1584,22,85.318,76,92
1585,36,90.972,82,100
1586,7,111.000,108,113
1587,11,88.455,83,93
1588,40,97.325,88,106
1589,34,98.912,90,105
1590,19,93.105,82,102
1591,15,86.467,85,88
1592,37,102.730,86,114
1593,13,88.077,77,93
1594,22,96.273,88,107
1595,29,96.310,89,104
1596,9,82.333,81,85
1597,10,84.000,82,87
1598,21,86.095,77,94
1599,22,82.545,75,88
1600,11,89.091,87,91
1601,23,92.261,88,97
1602,4,89.250,88,90
1603,37,118.297,104,136
1604,18,80.722,65,108
1605,32,111.875,102,121
1606,14,120.643,113,126
1607,8,72.625,71,74
1608,15,91.800,86,96
1609,35,94.371,85,107
1610,30,108.467,78,142
1611,4,79.750,78,82
1612,21,83.905,77,90
1613,5,77.600,77,78
1614,23,89.913,85,95
1615,20,96.400,87,104
1616,5,89.400,89,90
1617,6,105.500,76,135
1618,9,87.111,82,92
1619,31,85.645,81,91
1620,14,79.643,76,83
1621,32,92.188,79,102
1622,18,92.167,86,97
1623,4,83.250,83,84
1624,5,88.200,88,89
1625,30,86.433,82,96
1626,11,90.091,87,94
1627,7,79.714,78,82
1628,32,86.750,77,95
1629,11,96.273,89,103
1630,5,98.000,95,102
1631,4,86.250,86,87
1632,6,81.167,80,82
1633,32,82.875,74,91
1634,20,82.400,75,92
1635,7,73.000,72,75
1636,13,83.692,81,88
1637,16,86.750,83,90
1638,27,85.148,77,95
1639,39,82.564,71,99
1640,19,87.053,81,93
1641,12,79.333,74,84
1642,12,117.750,114,121
1643,7,85.000,82,88
1644,6,105.000,78,133
1645,18,104.056,94,113
1646,4,77.000,77,77
1647,5,104.200,99,113
1648,37,82.459,72,91
1649,16,87.125,85,89
1650,36,87.861,75,102
1651,4,86.000,84,87
1652,21,74.429,70,80
1653,9,74.778,72,78
1654,18,85.000,80,90
1655,30,79.967,75,86
1656,7,82.000,80,85
1657,8,81.500,77,86
1658,10,76.100,75,78
1659,37,98.162,86,111
1660,20,86.300,82,91
1661,31,119.871,88,165
1662,5,83.400,82,86
1663,15,82.600,74,90
1664,12,65.583,63,68
1665,34,70.029,62,77
1666,25,76.920,73,81
1667,26,74.615,68,87
1668,16,88.875,77,102
1669,5,83.800,82,86
1670,27,82.333,70,95
